term_lang,word,conv_def,slang_def
RU,курите мою трубку,Smoke my pipe.,"Invitation (figurative, but could be direct) to perform a fellatio — literally “smoke my pipe”."
RU,кусок,Piece; chunk; bit.,Thousand (money).
RU,кутить,To live lavishly; to indulge in extravagance.,To party.
RU,лабать,"To make, to manufacture, to do (something) quickly or carelessly.","To jam or play music (often guitar), usually in an informal or energetic way."
RU,лайба,Yacht,Ride (car)
RU,лайкнуть,To bark,"To give a ""like"" (e.g., on social media)."
RU,лапать,To touch or handle with one's paw or hand.,"To grope, to fondle, to feel up."
RU,лахудра,A slovenly or untidy woman.,"A scruffy, unattractive, or slovenly woman; an old hag."
RU,лахудра,"A slovenly, untidy, or poorly dressed woman.","Slut, skank, tramp."
RU,левак,A left-handed person.,Side hustle income.
RU,легавый,Pointer dog (a breed of hunting dog),Policeman (cop)
RU,лепить,To sculpt; to mold; to shape (from clay or similar materials).,To talk nonsense.
RU,либераст,Liberal,"A derogatory term for a liberal, implying depravity or association with perversion."
RU,лизаться,To lick oneself.,To make out.
RU,лизун,"Slime toy; a sticky, stretchy toy made of a gelatinous substance.","Carpet-muncher, man performing oral sex on a woman."
RU,лимон,Lemon (the fruit),Million (monetary unit)
RU,литруха,Liter bottle,"A one-liter bottle of alcohol, usually vodka."
RU,лоботряс,Loafer; idler; lazybones.,"Idler, loafer, slacker"
RU,ломануться,To break (something) forcefully.,To rush off suddenly.
RU,лох,Salmon (a type of fish).,A gullible fool or sucker; someone easily deceived or taken advantage of.
RU,лохануть,To wash in a tub.,To screw someone over.
RU,лохануться,To make a mistake.,To screw up or mess up badly.
RU,лохматка,A small furry or shaggy object; a tuft of hair.,"Hairy pussy, female genitalia."
RU,лохматый сейф,Hairy safe,"Pussy, cunt, female genitalia"
RU,луноход,Lunar rover,Police car
RU,лытдыбр,Diary,A personal diary entry or blog post about one’s daily life and experiences.
RU,лягушатник,A frog pond,"Frog, Frenchman."
RU,ляхи,Lachians (an ethnographic group of Poles),"Poles, Pollacks (old-fashioned, sometimes derogatory term for Polish people)"
RU,макаронник,macaroni maker,"Italian (person), wop (derogatory term)"
RU,малыш,Baby; little child.,Small penis.
RU,мандячить,To sew.,To beat the crap out of someone.
RU,мацать,"To touch, to feel (by hand), to grope.","To grope, to feel up, to fondle."
RU,медвед,Bear,"Popular misspelling of ""bear"" (medved), often used humorously online."
RU,мензурка,Graduated measuring vessel (usually made of glass) used in laboratories.,Shot glass.
RU,ментовка,Police station,Police station
RU,ментовка,Police station,police station
RU,месить,To knead.,To beat up.
RU,метёлка,"Whisk, brush, broom",Girl
RU,мобик,Mobilized person,Mobilized conscript; a soldier drafted against their will.
RU,моргалы,Morgues.,Peeepers.
RU,морда,Muzzle,Mug
RU,морковка,Carrot,"A woman, usually involved in sex tourism (in places like Southeast Asia, Cuba, or sometimes just abroad)."
RU,москаль,A native or inhabitant of Moscow; a Muscovite.,"Derogatory term for a Russian person, especially used by Ukrainians, Poles, and Belarusians."
RU,мотовка,A small spinning wheel or a device for winding yarn.,Money waster.
RU,мохнатка,A furry or hairy thing (often referring to something covered with fur or hair).,Pussy
RU,мочить,"To wet, to moisten.",To kill or eliminate someone physically.
RU,мразь,Dross.,"A despicable, vile person; lowlife."
RU,мудак,Male donkey,Asshole
RU,мудацкий,Pertaining to a jerk or an unpleasant person.,"Asshole-like, jerkish."
RU,мудохать,"To handle, to fumble, to tinker.",To beat the crap out of someone.
RU,мульт,Cartoon,Million (money)
RU,мульт,"Animated cartoon (short for ""мультфильм"")","Animated cartoon, short for animated film."
RU,мурло,Muzzle,Mug.
RU,мусор,Garbage,Policeman (used derogatorily).
RU,мусоровоз,Garbage truck,Police car (“fuzz-mobile”)
RU,мутить,To make cloudy; to stir up; to muddle.,To hook up (with someone); to scheme; to pull off (something shady or secretive).
RU,мутить,to make cloudy; to stir up,To hook up (romantically or sexually)
RU,мухлёж,Falsification,"Rigging, scamming, or shady trickery."
RU,мухой,Fly (the insect),"Quickly, asap."
RU,мухой (под),Fly (the insect),"Drunk, wasted."
RU,мять,"To wrinkle, to crumple, to knead, to crush.","To have sex (literally “to wrinkle, to crush”)."
RU,набить морду,To fill a muzzle.,To beat the crap out of someone.
RU,навар,Broth; decoction.,"Profit, easy money, or a cut (often from shady or unofficial dealings)."
RU,нагонять волну,To generate a wave.,To stir up drama.
RU,надраться,"To tear, to scratch up.",To get hammered.
RU,надуть барабан,To inflate a drum.,To get someone pregnant
RU,наебалово,Deception.,Rip-off.
RU,наебать,To deceive,"To rip off, to scam, to screw someone over."
RU,наёбка,"Deceit, fraud, scam.","Rip-off, scam, trick."
RU,наебнуть,To deceive; to cheat.,To get wasted (to drink alcohol quickly or heavily)
RU,наебнуться,"To collapse, to fall down.","To take a nasty spill, to wipe out, to crash hard (unexpectedly and heavily)."
RU,наебошиться,To hit or strike repeatedly.,To get hammered.
RU,наёбывать,To deceive.,"To screw over, to rip off, to bullshit."
RU,наезд,"Run-up, approach, or acceleration (as in sports or vehicles).","Raid, shakedown, intimidation."
RU,нажираться,To eat or drink to excess.,To get wasted.
RU,накачивать,"To pump, to inflate, to fill (with liquid or gas).","To fuck, have sex, screw."
RU,наколоть,To prick; to inject.,To scam.
RU,накуриться,To smoke (something) to satiety.,To get stoned.
RU,нализаться,To lap up (liquid),To get wasted.
RU,напиздить,To lie profusely.,To steal.
RU,насрать (мне ~),to defecate,I don't give a shit.
RU,насрать в компот,To defecate in the fruit juice.,To mess things up on purpose to annoy someone.
RU,"нассать (в рот ~, чтоб морем пахло?)",to urinate,A rude way of asking if someone understood something.
RU,натурал,Natural person; someone or something natural (not artificial).,"Straight man, heterosexual (term used by homosexuals and bisexuals)."
RU,натуралка,Natural product; something natural (not artificial).,Straight woman (heterosexual woman)
RU,натянуть глаз на жопу (кому),To stretch an eye over someone's butt.,To beat the crap out of someone.
RU,нафиг,To nowhere; for nothing; in vain,To hell; screw it; get lost
RU,нахрюкаться,To grunt (like a pig).,To get wasted.
RU,нахуй,To the penis,"Fuck off, get lost. Insulting negative reply."
RU,нахуя,For what purpose?,What the fuck for
RU,нахуяриться,To get very drunk.,To get very drunk; to get wasted.
RU,не ебёт,Does not have sexual intercourse (with).,I don't give a fuck.
RU,недоёбанный,Not fully fucked; not sufficiently had sex.,"An idiot; someone acting stupid or irrational, supposedly because they haven't had enough sex."
RU,немчура,Germans,"Krauts, an insulting term for Germans."
RU,"ни людей, ни блядей!","No people, no prostitutes.",It’s totally dead here; there’s nobody around and nothing going on.
RU,ниасилил,"could not manage (to do something), was unable to cope",I couldn't get through it (too long/boring to finish reading).
RU,ниасилил патамушто вайна и мир,I could not manage (to do something) because of “War and Peace.”,I couldn’t handle it because it’s way too long or difficult (like “War and Peace”).
RU,ниибаццо,To fuck (oneself),Fucking awesome; insanely; extremely; unbelievably.
RU,нипадеццки,Very seriously; not childishly; to a great extent.,Really cool; seriously impressive; badass.
RU,нихуя,Nothing,Nothing at all; absolutely nothing.
RU,ништяк,"A small thing, a trifle.","Awesome, great, cool."
RU,ночная бабочка,Night butterfly,Prostitute
RU,обабить,To make someone look or behave like a woman.,To deflower; to take a girl's virginity.
RU,обабить,to make someone more feminine,to knock up
RU,обалденный,"Stunned, stupefied, amazed.","Awesome, amazing, fantastic."
RU,обалдеть,To become numb or stupefied.,"To be blown away, to be amazed."
RU,обдирать,To peel; to strip; to skin.,To rip off.
RU,обезьянник,Monkey cage,Holding cell or police van for detainees (“monkey cage”).
RU,обидеть,To offend or hurt someone's feelings.,To rape and humiliate a fellow inmate.
RU,облом,"Breakage, fracture.","Bummer, letdown, or major disappointment."
RU,обломиться,To break off (about a piece or part of something).,"To miss out on something, to get nothing, to be left with nothing."
RU,обнулёныш,A person or thing that has been nullified or reset to zero.,"Putin, the “nullified one”, referring to his reset of presidential term limits after the 2020 constitutional change allowing him to stay in power until 2036."
RU,обнулить,To reset to zero; to nullify.,"To kill, destroy."
RU,обоссать (как два пальца ~),to urinate on,"To do something easily, without any problem (like it's no big deal) — often used to boast or accept a challenge."
RU,обоссать(ся),To urinate on (oneself or something).,"To totally own, humiliate, or dominate someone."
RU,обоссаться можно,To urinate on oneself.,It’s hilarious; it’s so funny you could wet yourself.
RU,объебать,To cover or to surround with something.,"To rip off, to screw over, to scam."
RU,овца,"Sheep (female sheep, ewe)",A stupid or foolish woman.
RU,овцемобиль,Sheep transporter vehicle,Car driven by a woman (sheepmobile).
RU,огонь,Fire,"Hot, cool, awesome."
RU,околевать,"To die, to perish (usually from cold or exhaustion).",To freeze one’s ass off; to be extremely cold.
RU,олбанский,Albanian (relating to Albania or its people/language),Internet slang featuring deliberately distorted or humorous Russian spelling.
RU,орк,"Orc (a mythical humanoid creature, typically depicted as brutish and aggressive, originating from fantasy literature such as J.R.R. Tolkien's works).","A derogatory term for a Russian soldier, likening them to orcs from Tolkien’s ""Lord of the Rings"" to emphasize brutality and dehumanization."
RU,остохуеть,To be extremely astonished or shocked.,"To be fed up, to be sick and tired of something."
RU,отбарабанить,"To drum, to rattle off (to do something quickly or mechanically, often referring to reciting or performing).","To fuck, to bang."
RU,отбарать,"To take away, to seize.","To fuck, to rape."
RU,отвали,Fall off.,"Get lost, piss off."
RU,отдрючивать,"To beat, to thrash, to scold severely",To fuck; to screw; to have sex with (vulgar)
RU,отдрючивать,"To have sexual intercourse with (vulgar, offensive).",To screw over harshly; to put someone through the wringer.
RU,отдрючить,To beat or thrash severely.,"To fuck (someone), to screw (someone)"
RU,отдубасить,To thrash; to beat.,To beat the crap out of someone.
RU,откидываться,To lean back; to recline; to throw back.,To kick the bucket.
RU,отлить,"to pour off, to decant",To take a piss.
RU,отмазать,"To clean off, to scrape off (something sticky or dirty).","To get someone off the hook, to cover for someone, to bail someone out."
RU,отморозок,A person who has suffered frostbite; someone who has been frostbitten.,"Psycho, thug, or lowlife."
RU,отмочить,To soak.,To pull off something outrageous or wild.
RU,отодрать,"To tear off, to rip off.",To have sex with (someone) roughly or aggressively.
RU,отсасывать,To suck out.,To give a blowjob.
RU,отсос,Suction,Blowjob
RU,отсосать,To suck out.,To give a blowjob.
RU,оттрахать (обтрахать),"To thrash, to beat, to shake off (as in to shake something off a tree).","To have sex with (someone), to fuck."
RU,отхерачить (охерачить),"To chop off, to cut off.",To beat the crap out of someone.
RU,отхуесосить,To scold harshly; to berate.,To harshly insult or verbally abuse someone.
RU,отхуячить,"To cut off, to chop off, to sever.",To fuck someone hard; to screw; to bang.
RU,отхуячить,"To cut off, to chop off.",To beat the crap out of someone.
RU,отшить,"To sew off, to detach by sewing.","To blow off, shut down, or reject someone (especially romantically)."
RU,отъебать,"To beat off, to drive away.",To fuck someone
RU,отъебать,to fuck (someone),"to chew out, to give a dressing-down"
RU,отъебаться,To stop having sexual intercourse.,"To fuck off, to leave someone alone."
RU,офигеть,To be amazed or astonished.,"To be blown away, amazed, or shocked."
RU,офисный планктон,Office worker,"A low-level office worker who does routine, unimportant tasks; an unremarkable “cog in the machine” in a corporate environment."
RU,оффтоп,Off topic,Off topic
RU,охренеть,To lose one's sense or reason; to become stupefied.,"To be blown away, totally shocked, or amazed."
RU,охуенный,"Derived from the verb meaning ""to be stunned (by something),"" often with a strong or obscene connotation.",Fucking awesome
RU,охуенный,Awesome; amazing; fantastic; excellent.,Fucking awesome; amazing; badass.
RU,охуеть,To be amazed or astonished.,To be totally shocked or blown away; to be freaking out.
RU,охуеть,To lose the ability to reason or act due to extreme surprise or shock.,To be fucking amazed; to be blown away.
RU,очко,Point (in games); the number one; the number zero (in some contexts).,Asshole
RU,очко (щупать ~),"Eye (specifically, the small eye or pupil); also, a point (in games), or the number zero.",To have anal sex.
RU,очковать,To count points.,To chicken out.
RU,"падла, падло","Carrion, carcass, dead body of an animal.","Bastard, scumbag, traitor"
RU,палить,To burn,To snitch; to give away; to expose someone.
RU,палить,To burn; to fire (a weapon).,To stare or watch closely
RU,палку (вставить ~),stick,To have sex (to fuck).
RU,палку кинуть,To throw a stick.,To have sex.
RU,панель,Panel,A place where street prostitutes wait for clients.
RU,папик,Daddy (a child's affectionate term for father),"A wealthy older man who financially supports a younger woman, often in exchange for companionship or a romantic relationship; a sugar daddy."
RU,парашют,Parachute,Condom
RU,парить,To steam.,"To sweet-talk, to persuade, to hustle."
RU,париться,To take a steam bath.,To stress out.
RU,паршивый,Mangy.,"Lousy, crappy."
RU,пасть захлопни,Shut your mouth.,Shut your trap.
RU,пати,Party,Party (a social gathering or event)
RU,пахать,To plow (land).,To hustle.
RU,паяльник,Soldering iron,"Prick, penis"
RU,пелотка,Side cap (a type of military cap),"Pussy; by extension, women in general."
RU,пелотка не бритайа,A female military cap (side cap).,"Bad, uninteresting"
RU,"первак, первач",first batch,Moonshine from the first distillation.
RU,первый нах,First.,"A typical first comment on a post to brag about being the first, like saying “First!” or “First, bitches!”"
RU,пердеть,To emit gas from the bowels.,To fart.
RU,пердун,A person who farts.,"Old fart; an insulting term for an old man, often implying someone who is grumpy or out of touch."
RU,перепихнуться,To push through; to shove through.,To have a quickie.
RU,переть,"To carry, to haul, to lug.","To really like, enjoy, or get a kick out of something."
RU,переться,To be carried; to move (oneself or something) with effort.,To drag yourself somewhere; to trudge or slog through a trip.
RU,перехуярить,To redo or to do over again excessively.,To beat the shit out of someone; to fuck someone up; to kill someone.
RU,пеструшка,Speckled hen; a bird (usually a chicken) with variegated or mottled plumage.,"Fag, queer (derogatory term)."
RU,петрушить,To chop parsley.,"To have sex, to fuck."
RU,пивас,Beer,"Beer. Derived from ""pivo"" (beer), often used informally or affectionately."
RU,пизда,Vulva; vagina,Cunt; pussy; (offensive) woman; girl
RU,пизда с ушами,Vulva with ears,A stupid or ridiculous woman
RU,пиздануться,"To fall down, to hit something.",To take a nasty spill; to wipe out; to crash hard.
RU,пизде (в ~),female genitalia,In deep shit.
RU,пиздёж,Lies,Bullshit
RU,пиздеть,To lie; to talk nonsense; to bullshit.,To bullshit; to shoot the breeze; to talk nonsense; to chat idly
RU,пиздеть,To talk (to speak),to bullshit
RU,пиздить,To lie,To beat the crap out of someone
RU,пиздовать,To go or to walk.,To haul ass; to go or move quickly (often on foot or by vehicle).
RU,пиздой накрыться,To be covered with a vagina.,To go tits up.
RU,пиздошить,"To walk, to move.",to hoof it
RU,пизду (во ~),vagina,To hell (with it); screw it
RU,пиздуй,"Go (imperative form, vulgar)",Get the fuck moving!
RU,пизды (дать ~),Female genitals,To kick someone's ass.
RU,пизды (с ~ сорваться),Female genitals (vulgar),"To go off the rails, snap, or suddenly become aggressive (often leading to violence or chaos)."
RU,пилить,To saw; to cut with a saw.,To nag or pester someone persistently.
RU,пирожок,"Pie, small pastry.","Pussy, cunt."
RU,пистолет,Pistol,Penis
RU,писюн,Penis,"Dick, willie."
RU,пихать (пихаться),"To push, to shove.","To fuck, have sex, screw."
RU,плакалъ,cried,I laughed so hard I cried.
RU,план,plan,"Pot, weed."
RU,плюшка,Sweet bun or pastry,Unpleasing event.
RU,пнх,Go to hell.,Fuck off.
RU,подрочить,To polish a little; to tweak or adjust something slightly.,"To jerk off, masturbate."
RU,подстава,A setup; an act of substitution or placing something under or in place of something else.,A setup or frame-up where someone is deliberately put in a compromising or incriminating situation.
RU,подъёбщик,One who lifts or raises something.,Someone who mocks or teases others with sarcastic or provocative jokes.
RU,поебать,To copulate,To not give a fuck; to not care.
RU,поебать,To have sexual intercourse.,To not care at all; to not give a fuck.
RU,поебаться,To quarrel; to mess around.,To fuck.
RU,пожар,Fire (as in a destructive blaze),"Awesome, amazing."
RU,поймать на кончик,To catch something on the tip (of an object).,To catch an STD.
RU,поллитра,Half a litre.,A half-liter bottle of vodka.
RU,полтинник,A fifty-unit coin or banknote.,Fifty (money). Can mean either fifty rubles or fifty kopecks depending on context.
RU,полтос,A fifty-kopeck coin (used in pre-revolutionary Russia and the Soviet Union).,"50 roubles, or fifty units of anything."
RU,Поляндия,Poland,Poland (used ironically or humorously)
RU,попа,Buttocks,"Butt, backside (childish language)"
RU,попиздеть,"To talk, to have a conversation.","To have a chat, to shoot the breeze, to gossip."
RU,порнуха,Pornography,Porn.
RU,посрать (сводить ~),To defecate,To mess up or ruin something
RU,пофиг,Indifferent,Don’t give a shit.
RU,пофигист,A person who is indifferent or unconcerned.,A person who doesn’t care about anything; someone with a “whatever” attitude.
RU,похабщина,Obscenity; indecency; vulgarity.,"Dirty talk, vulgar language, obscene jokes."
RU,похуй,Vulva,Don’t give a fuck.
RU,пошмариться,To experience a nightmare.,To have sex. Also used figuratively.
RU,превед,Hi,"A playful, intentionally misspelled way of saying ""hi"" or ""hello"" online, often used humorously among Russian internet users."
RU,прибор,"Instrument, device, apparatus",Penis and testicles (male genitals)
RU,придурок,A person with a mental disorder.,"Idiot, moron, dumbass."
RU,прикид,"Estimate, calculation.","Outfit, getup"
RU,прикол,A fastening or pinning.,"Joke, something funny or amusingly odd."
RU,приколхозить,To attach or affix something.,To jerry-rig or slap something together quickly and cheaply rather than doing it properly.
RU,припиздить,"To hit someone (usually with force), to strike.","To show up, to turn up."
RU,приссать,To urinate on something.,To get scared; to chicken out.
RU,пристибаться,To fasten (a seatbelt).,"To hassle, to bug someone, to get on someone's nerves."
RU,прихуярить,"To attach, to secure to something.",To slap something on; to stick or fasten something roughly or forcefully.
RU,проёб,Loss,"Fuck-up, screw-up."
RU,проебать,To fornicate,"To fuck up, to screw up, to blow (as in to miss an opportunity), to lose (something important), to waste (time, money, etc.)."
RU,проебаться,To lose something by mistake.,To fuck up; to mess up badly; to get lost (in a situation).
RU,пропиздить,To lose by negligence; to miss (something) through carelessness.,"Shoot the breeze, chatter, talk idly."
RU,просадить,"To lower, to reduce, to cause to sag or subside.",To blow money.
RU,просрать,To defecate.,To screw up and lose something badly.
RU,прошкандыбать,To walk.,To hobble along.
RU,прошляпить,To lose through carelessness.,To blow it; to miss out; to screw up by being inattentive.
RU,пукать,To pop.,To fart.
RU,пургу мести,To sweep snow.,To talk nonsense or bullshit.
RU,пушка,Cannon,Awesome; something very cool or impressive.
RU,пьянка,Drinking bout,"Party, drinking session"
RU,пятихат,Five hundred,500 roubles
RU,пяточка,Little heel,"Short joint, little spliff, butt of a cigarette containing drugs."
RU,разборка,"Dismantling, disassembly.","Showdown, gang fight, settling scores."
RU,разводить,"To breed, to dilute, to separate.",To scam or trick someone.
RU,раздолбай,"A person who is careless, negligent, or irresponsible.","Slacker, screw-up, careless idiot"
RU,раздолбать,"To break apart, to smash, to demolish.","To mess up, wreck, or smash up."
RU,разъебай,To break apart; to smash up.,"Slacker, screw-up"
RU,разъёбанный,"Broken apart, smashed, destroyed.","Chaotic, messed up, fucked up, worn out."
RU,разъебать,"To break apart, to smash, to demolish.","To totally wreck, smash, or obliterate something or someone."
RU,разъебаться,To break apart; to fall to pieces.,"To go wild, to get wasted, to lose control."
RU,разъебаться,To break apart; to fall to pieces.,To crash (a vehicle).
RU,раковая шейка,Crayfish neck,Police car
RU,раком (встать ~),Cancer (the animal or the disease),To bend over in a doggy-style position (usually for sex).
RU,раком (встать ~),to stand like a crab (on all fours),have sex doggy-style
RU,раком (встать ~),cancer (the animal or disease),to bend over doggy style (usually for sex)
RU,Раша,Russia,"Russia (often used ironically or disparagingly, mimicking the English pronunciation of ""Russia"")"
RU,рвануть,To tear or to burst.,To take off quickly.
RU,рвануть очко,To tear the anus.,"To get one's ass torn (usually implying being badly defeated, humiliated, or overwhelmed)."
RU,редиска,Radish,Bad person
RU,редиска,Radish.,Jerk.
RU,ржать,To neigh.,To laugh loudly or uncontrollably.
RU,ржунимагу,I am laughing so hard I cannot stop.,LOL; I can't stop laughing
RU,рожа,Muzzle,"Mug (face, usually in a rude or unflattering way)"
RU,розовая,Pink (feminine form),Lesbian
RU,рулить,"To taxi (of an aircraft, to move slowly on the ground under its own power).",To be the best; to rule; to dominate.
RU,русак,European brown hare,"A Russian person (modeled after ""Pole"" or ""Polak""); an informal or colloquial term for a Russian."
RU,руссак,A Russian person.,A Russian person (often used informally or with a slightly derogatory or mocking tone).
RU,рыло,Muzzle,"Mug (face, usually in a rude or derogatory way)"
RU,ряха,Muzzle,Mug.
RU,самотык,Homemade cigarette.,Dildo.
RU,сачковать,To shirk (one's duties); to evade work.,To skip class.
RU,сваливать,"To dump, to tip over, to knock down.","To bail, to split, to take off."
RU,свалить (смотаться),"To dump, to topple, to knock down.",To bail (leave quickly).
RU,сверхурочница,A woman who works overtime.,Married prostitute
RU,свисток,Whistle,"Lips, usually referring to a woman's lips, especially when they are being put on lipstick."
RU,секас,Sex,"Sex (a playful or humorous misspelling of ""sex"")"
RU,секретутка,Secretary,"A secretary, usually young and attractive, who is expected to provide sexual favors to her boss; a mix of ""secretary"" and ""prostitute."""
RU,сиги,Cigarettes,"Cigarette (shortened form of ""cigarettes"")"
RU,сикушка,A small bottle of cheap alcoholic drink.,Young girl.
RU,синеглазка,Blue-eyed girl,Police car (“blue eyes”)
RU,синька,Blueness,Cheap booze (usually vodka)
RU,синюха,blueweed (a type of plant),Vodka (“blue”).
RU,сифак (сифон),Siphon.,Syphilis.
RU,скоблиться,To scrape oneself.,To get an abortion.
RU,скопытиться,"To fall down dead (of livestock), to collapse (of an animal).","To croak, to kick the bucket, to buy the farm, to snuff it."
RU,сленг,Slang.,Slang (informal language or expressions used by a particular group).
RU,слить,"To drain, to pour off, to merge (liquids).","To blow off, reject, or shut down someone's romantic advances."
RU,соблядатай,"Spy, observer, onlooker","Voyeur, peeping Tom (with a sexual connotation)."
RU,совковый,Related to a dustpan.,"Old-fashioned, backward, or typically Soviet in a negative or outdated way."
RU,совок,Dustpan,"A narrow-minded, old-fashioned Soviet person; someone with a Soviet mentality."
RU,совок,Dustpan,The USSR (often used derogatorily).
RU,сожрать,"To eat up, to devour.","To wolf down, to scarf (food)."
RU,сок,Juice,"Sperm, jizz (“juice”)."
RU,сопатка,No such word.,Schnoz
RU,сосать,To suck,To give a blowjob.
RU,соска,Baby bottle nipple,Hot girl; a girl who gives oral sex.
RU,сотона,Satan,A devilishly cool or impressively badass person.
RU,спалиться,To catch fire; to burn down.,"To get caught (doing something), to give oneself away."
RU,спереть,"To carry, to lug, to drag.","To swipe, to pinch (to steal)."
RU,спиздеть,To steal.,To bullshit.
RU,спиздить,To lie.,To steal.
RU,сплавлять,"To float down, to raft, to convey (goods, timber, etc.) down a river.","To get rid of, to offload, to sell off (often something unwanted or of low quality)."
RU,спуск,"Descent; lowering; release (of water, etc.); discharge.",Ejaculation (“discharge”)
RU,срака,Buttocks,"Arse, arsehole"
RU,сраный,Related to feces; fecal.,Shitty
RU,срать,To defecate.,To not care at all; to not give a damn.
RU,срач,"Dirt, mess, filth.","Flame war, shitstorm, heated argument full of insults"
RU,срубить бабок,To cut down money.,To make a quick buck.
RU,ссать,To urinate.,To piss
RU,ссать,To urinate.,To chicken out; to be scared.
RU,ссун,One who urinates.,Coward
RU,стащить,"To drag, to pull off, to haul away.","To swipe, to pinch (to steal something)."
RU,ствол,barrel (of a gun or tube),100 roubles
RU,ствол,Trunk (of a tree) or barrel (of a firearm).,Gun.
RU,стелька,Insole,Prostitute
RU,столбняк,Tetanus,"Boner, hard on, woody."
RU,стоячка,"Standing, standstill, stoppage.",Erection (slang for an erect penis)
RU,стрелять (сигарету),To shoot.,To bum (a cigarette).
RU,стрёмно,"Strange, awkward, uncomfortable.","Sketchy, creepy, scary"
RU,стрёмно,Scary,"Creepy, sketchy, scary."
RU,струкать,To knock; to tap.,To take a piss.
RU,стукач,A person who knocks or taps.,Snitch
RU,сука,Female dog,"Bitch, bastard, jerk (used as a strong insult for both men and women)."
RU,сукин сын,Son of a bitch's son.,Son of a bitch.
RU,сучка,A female dog.,"Bitch, untrustworthy woman."
RU,сучка с сумочкой,A female dog with a handbag.,A stuck-up girl who thinks too highly of herself.
RU,схавать,To eat.,"To get, to understand, to grasp."
RU,сцать,To urinate,To piss
RU,сцуко,Bitch,Bitch
RU,съебаться,"To crumble, to fall to pieces.","To get the hell out, to bail, to take off."
RU,съединоросить,"To become a member of the political party ""United Russia.""","To embezzle, especially public money; to steal funds like a corrupt official."
RU,съябывать,To leave or depart.,"To get the hell out, to scram, to take off quickly."
RU,сюртук,Frock-coat.,Condom
RU,табло,Scoreboard; display board; indicator panel.,Face
RU,таракан,Cockroach (an insect).,"Nickname for Alexander Lukashenko, the Belarusian dictator, often referencing his moustache."
RU,тачка,Wheelbarrow,Car
RU,тащиться,"To drag oneself, to move with difficulty.","To be really into something, to get a kick out of it."
RU,тёлка,Heifer (a young female cow),Chick (an informal or sometimes disrespectful term for a young woman)
RU,тёплый брат,Warm brother,"Fag, queer, homosexual (obsolete criminal slang)."
RU,течка,Estrus (the period of sexual receptivity in female animals),Menstruation (“period”).
RU,тик-ток войска,TikTok troops,"Chechen units of the Russian National Guard known more for making staged, showy videos on social media than for real fighting during the 2022 invasion of Ukraine."
RU,титька,Udder,"Tit, boob."
RU,толкать,To push,"To sell (illegally), to peddle (especially drugs or stolen goods)"
RU,тонна,"ton (a unit of mass equal to 1,000 kilograms)","Grand, thousand (as in money)."
RU,топтать,"To trample, to tread.",To have sex with.
RU,тормоз,brake,A slow-witted or clueless person.
RU,тормозить,To slow down; to brake.,To be slow-witted; to space out; to be slow on the uptake.
RU,точить,To sharpen.,To munch.
RU,точняк,Exactly,Exactly
RU,трава (травка),grass,"Pot, weed."
RU,трах,"Bang, crash, thud.","Lay, fuck, sex."
RU,траханный,"Participled form of ""to have sexual intercourse"" (past passive participle: ""having been had sex with"").","Fucked, fucking (used as an intensifier or expletive, similar to ""fucking"" in English)."
RU,трахаться,To have sexual intercourse.,To have sex; to fuck.
RU,трахаться,To have sex.,To have sex.
RU,трахнуть,To have sexual intercourse.,To have sex (to fuck).
RU,трахнуть,To strike; to hit.,To fuck.
RU,трёп,Ragged cloth; tatter.,"Idle talk, gossip, or meaningless chatter."
RU,трёхсотый,Three hundredth,"Injured soldier (military slang, derived from the code for transport of wounded personnel)."
RU,трещать,"To crack, to burst, to rattle.","To chatter, to gab, to yak."
RU,три весёлых буквы,Three happy letters,"Euphemism for ""fuck off"" or ""go to hell"" (referring to the Russian swear word ""хуй"")."
RU,трубка,Pipe,Phone
RU,трубочист,Chimney sweep,Active homosexual (“pipe cleaner”).
RU,трудная вода,Hard water,"Vodka, spirits."
RU,труженица койки,A hardworking woman (female worker).,Prostitute
RU,трухня (труханина),"Dust, crumbled matter.","Sperm, jizz; also used as a euphemism for ""bullshit"" or ""crap."""
RU,трындец,Nonsense; disaster; ruin.,Total disaster; complete mess; utter screwed-up situation.
RU,тряпка,"Rag, cloth.","Wimp, weakling, sissy."
RU,тугрик,Tugrik (the official currency of Mongolia),"Money, rouble."
RU,туркать,"To poke, to nudge.",To bully or gang up on someone.
RU,тусоваться,To hang around; to spend time somewhere without a specific purpose.,"To hang out, party, or chill with friends."
RU,тусовка,Party; gathering; get-together,Hangout; social gathering; party.
RU,тусовка,A gathering or assembly.,"Party, hangout, social gathering."
RU,тыр,To steal,"One thousand roubles (from the abbreviation т.р. for ""thousand roubles"")."
RU,тырить,To steal.,"To steal, to swipe."
RU,тырнет,Internet,"Internet (playfully, like ""the web"" or ""the net"")"
RU,тыща,Thousand,"A thousand roubles (slang for ""thousand"")."
RU,убейсибяапстену,Kill yourself against a wall.,A harsh insult telling someone to go kill themselves by hitting their head against a wall.
RU,убитые еноты,Raccoons (the animals that are native to North America).,"Dollar (used ironically to refer to USD, based on the abbreviation for ""conventional unit"" after direct foreign currency pricing was banned in Russia)"
RU,ублюдок,Illegitimate child.,A contemptible or despicable person.
RU,уборная,Restroom,Toilet.
RU,угар,Carbon monoxide poisoning,"Hilarious, a riot, something super funny."
RU,угол,corner,Old name for 25-rouble banknote.
RU,уд,limb,Penis
