lang,slang,conv_def_en,conv_def,slang_definition,slang_definition_en,vanilla_cos_sim,vanilla_cos_dist,vanilla_euclidean,vanilla_manhattan,trained_cos_sim,trained_cos_dist,trained_euclidean,trained_manhattan
ru,фифа,fifa,"транслитерация ""фифа"", без конкретного буквального значения","Принцесса, капризная девушка.","Princess, capricious girl.",0.071532965,0.92846704,1.3626937,29.662598,-0.063877165,1.0638771,1.4586824,32.45668
ru,форточки,small window pane,маленькое оконное стекло,"Разговорное название операционной системы Windows, происходит от слова «форточка», что означает маленькое оконное стекло.",Russian name for Windows (means in fact just that — small window panes).,0.70051646,0.29948354,0.7739297,16.957968,0.81916386,0.18083614,0.6013921,13.394306
ru,фотожоп(а),photo butt,фотография задница,"Ироничное прозвище программы Photoshop, основанное на игре слов с русским сленговым выражением ""жопа"".",Ironical nickname of Photoshop (жопа— arse).,0.53681624,0.46318376,0.9624798,20.652143,0.61524236,0.38475764,0.87722015,19.589607
ru,фраер,free man,"свободный человек, буквально «свободный мужчина»","Человек, не принадлежащий к преступному миру, не посвящённый в его дела. Заимствовано из немецкого (Freier — клиент проституток) через идиш (פֿרײַ).","Person that does not belong to the criminal underworld, not initiated individual. Loanword from German (Freier– customer of prostitutes) via Yiddish (פֿרײַ).",0.2736045,0.7263955,1.2053179,26.138903,0.44192925,0.5580708,1.056476,23.14042
ru,фтему,on topic,о теме,"Форма похвалы и одобрения, искажённое выражение «в тему».","Form of praise and approval, deformation of “в тему”.",0.36106896,0.63893104,1.1304256,24.595291,0.36967066,0.6303294,1.1227906,24.91334
ru,фубля,no standard meaning; exclamation components,часть междометия без стандартного значения,"Разг. вещь без определённого названия, бесполезный предмет. Сокращение от восклицаний фу и бля.","Thingy, useless item, whatchamacallit. Contraction of the expletiveфу, бля(“urgh, fuck”).",0.5636366,0.4363634,0.93419844,19.5591,0.4805588,0.5194412,1.0192558,22.552307
ru,фуфло,fake or counterfeit item,поддельный предмет,"Предмет или вещь низкого качества и малого значения, ложь.","Something of bad quality and little importance, a lie.",0.6249983,0.37500173,0.86602736,18.561436,0.6329961,0.36700392,0.85674256,19.003788
ru,фуфло толкать,to sell fake goods,продавать подделки,"Говорить неправду, нести чепуху.","To lie, to bullshit.",0.5148826,0.48511738,0.98500496,21.314655,0.6295256,0.3704744,0.8607838,19.359692
ru,фуфлыжка,a piece of worthless or fake fabric,кусок бесполезной или поддельной ткани,Неинтересный или бесполезный предмет. Вариант слова фуфло.,Uninteresting or worthless item. Variant ofфуфло.,0.633088,0.366912,0.85663533,18.419039,0.5801407,0.4198593,0.9163615,20.408957
ru,хавать,to devour,"глотать, жадно есть","разговорное выражение, означающее есть, пожевывать пищу","To munch, to eat. Probably a loanword from Romanes.",0.48953322,0.5104668,1.0104126,21.69368,0.5838328,0.4161672,0.91232365,20.426914
ru,хавка,chew,жевать,"Разговорное обозначение еды, пищи.","Grub, food.",0.4326883,0.5673117,1.065187,22.549267,0.540661,0.45933902,0.9584769,21.130753
ru,хавчик,food,"еда, пища","Еда, пища.","Grub, food.",0.7144171,0.2855829,0.7557551,15.850128,0.7848281,0.21517187,0.6560059,14.644865
ru,халява,freebie,бесплатная вещь,"То, что можно получить бесплатно или очень легко, без особых усилий.","Freebie, something that can be obtained easily;",0.8409107,0.15908933,0.56407326,11.943951,0.90629315,0.093706846,0.43291292,9.561271
ru,халява,freebie,бесплатная вещь,"То, что можно получить бесплатно или очень легко, без особых усилий.","Freebie, something that can be obtained easily;",0.8409107,0.15908933,0.56407326,11.943951,0.90629315,0.093706846,0.43291292,9.561271
ru,халяву (на ~),freebie,бесплатный предмет,"Бесплатно, без каких-либо усилий.","For free, without effort.",0.63932514,0.36067486,0.84932315,17.764753,0.5947116,0.4052884,0.90032035,19.940744
ru,халявщик,free rider,бесплатный попутчик,"Человек, который стремится получить что-либо бесплатно, не прилагая усилий и не оплачивая.","Free lunch hunter, somebody who likes to get everything for free.",0.4689423,0.5310577,1.0305898,22.121574,0.5519593,0.44804072,0.9466158,21.280798
ru,хана,hana,цветок,"Смерть, плохой исход, конец.","Death, bad end.",0.2369916,0.7630084,1.2353206,26.149345,0.34868604,0.65131396,1.1413273,25.477612
ru,харево,bad situation,плохое положение,"Секс, половой акт.","Sex, intercourse.",0.22695993,0.77304006,1.2434146,26.380716,0.5952356,0.4047644,0.89973825,20.259047
ru,харить,to clear or clean,уборка,"грубое разговорное выражение, означающее заниматься половым актом","To fuck, have sex, screw. Probably loaned from Ukrainian.",0.18971339,0.81028664,1.2730173,27.431017,0.19224668,0.8077533,1.2710258,28.203802
ru,харч,food,еда,"еда, пища","Grub, food.",0.7144171,0.2855829,0.7557551,15.850128,0.7848281,0.21517187,0.6560059,14.644865
ru,харчеваться,to dine or eat food,"есть, принимать пищу","Питаться, есть.","To feed oneself, to eat.",0.80924857,0.19075143,0.6176592,13.052982,0.80998945,0.19001055,0.61645865,13.694838
ru,харя,"mug, face",лицо,"Лицо, физиономия.",Face.,0.7298472,0.2701528,0.735055,15.500835,0.7877748,0.2122252,0.65149873,14.603609
ru,хата,house,дом,"Жилище, квартира, дом. Заимствовано из южных русских диалектов, украинского или белорусского языков.","House, apartments, home. Loaned from either the southern Russian dialects, Ukrainian or Belarusian.",0.46255326,0.53744674,1.0367707,22.411814,0.57832205,0.42167795,0.9183441,20.636017
ru,хач,a type of flatbread,плоский хлеб,"Разговорное, часто пренебрежительное обозначение человека с Кавказа.","Caucasian (i.e. individual from the Caucasus region), seeхачик.",0.105164684,0.8948353,1.3377856,28.383118,0.2277672,0.7722328,1.2427654,27.473253
ru,хачик,little cross,маленький крестик,"Оскорбительное прозвище для людей с Кавказа. Изначально это армянское христианское имя (Խաչիկ — «маленький крест», уменьшительная форма имени Խաչատուր — Хачатур). Использование этого слова считается очень грубым.","Insulting name for individuals from the Caucasus. Be careful, this is very rude. Initially it is an Armenian Christian name (Խաչիկ — meaning “small cross” and the diminutive form of Խաչատուր — Khachatur).",0.28237706,0.71762294,1.1980176,25.5867,0.4386341,0.5613659,1.0595903,23.451504
ru,хачьё,cross,крест,"Собирающее название для коренных жителей Кавказа, образованное от слова хач.","Collective name for natives from the Caucasus region, derived fromхач.",0.13416556,0.8658345,1.3159289,27.583914,0.47288603,0.527114,1.0267562,22.397602
ru,хезальник,unknown term,неизвестное слово,разг. задница,Arse.,0.22342247,0.77657753,1.2462565,26.902687,0.3408185,0.6591815,1.1481999,25.642662
ru,хезать,to defecate,дефекация,"Грубое разговорное выражение, означающее испражняться.","To shit, to defecate. Loan from Greek χεζω (same meaning);",0.6174336,0.3825664,0.87471867,19.38153,0.77853715,0.22146285,0.66552657,14.880448
ru,хезник,unknown term,неизвестное слово,грубое сленговое обозначение ягодиц,Arse.,0.22342247,0.77657753,1.2462565,26.902687,0.3408185,0.6591815,1.1481999,25.642662
ru,хер с ним (ней),dick with him,член с ним,"Эвфемизм выражения ""хуй с ним"", означающий безразличие или согласие оставить что-либо без внимания.",The hell with him (with her). Euphemism forхуй с ним.,0.4187832,0.5812168,1.0781622,23.27415,0.3905801,0.60941994,1.1040107,24.753204
ru,херакнуть,to hit or strike suddenly,внезапный удар или стук,"Совершить кратковременное, но интенсивное действие, например, неожиданно ударить.",To perform a brief yet intense action (to hit unexpectedly for example).,0.7789519,0.22104812,0.6649031,14.069543,0.7983199,0.20168012,0.63510644,14.090811
ru,херово,badly,"плохой, скверный","Плохо, некачественно.","Badly, poorly.",0.9115977,0.08840227,0.4204812,9.178461,0.94032776,0.059672236,0.34546283,7.6463823
ru,херовый,related to male genitalia,Связанный с мужским половым органом,"Плохой, некачественный, неприятный.","Rotten, bad.",0.18138199,0.818618,1.2795453,27.294445,0.47310925,0.52689075,1.0265385,22.90232
ru,ХЗ,unknown,неизвестный,"Сокращение от выражения «ахз», используется для обозначения незнания или непонимания причины чего-либо.",Short form ofАХЗ.,0.21980189,0.7801981,1.2491581,26.546951,0.3240951,0.67590487,1.1626736,26.270155
ru,хитрая жопа,clever butt,умная задница,"Человек, который ведёт себя умно и изворотливо, часто с оттенком насмешки или дерзости.",Smart ass.,0.7854103,0.21458972,0.655118,13.321535,0.8473515,0.15264851,0.55253685,12.1804695
ru,хитрожопый,clever butt,умная задница,"Человек, проявляющий изворотливость и хитрость, часто в негативном или пренебрежительном смысле.",Smartass.,0.71871865,0.28128135,0.7500419,15.078388,0.76780486,0.23219514,0.68146193,15.150394
ru,хитрую жопу (на каждую ~ есть хуй винтом),cunning ass,хитрый зад,"Выражение означает, что всегда найдётся кто-то более хитрый или умный, кто сможет перехитрить другого.",There will always be a smarter smart-ass.,0.5643629,0.43563712,0.93342066,20.11737,0.62970555,0.37029445,0.86057484,19.237192
ru,хламурный,junk-like,Как мусор,"Прилагательное, образованное от слова хламур, обозначающее что-то связанное с модой или стилем, часто с оттенком пренебрежения или иронии.",Adjective derived fromхламур.,0.21952714,0.7804729,1.2493782,26.453403,0.12743086,0.87256914,1.3210368,29.077759
ru,хлебало,mouth,рот,"Разговорное выражение, означающее рот или лицо.","Mouth, face;",0.8590248,0.14097518,0.53098994,11.301544,0.9067341,0.09326589,0.43189335,9.534407
ru,хобот,elephant trunk,хобот слона,Сленговое обозначение мужского полового члена; в стандартном языке означает «хобот» (у животного).,"Prick, penis. Standard meaning: “trunk”.",0.123005256,0.8769947,1.3243827,28.003294,0.21083888,0.7891611,1.256313,28.272182
ru,холодрыга,extreme cold weather,крайне холодная погода,Очень сильный холод.,Extreme cold.,0.9586222,0.041377783,0.28767315,6.2032948,0.96865964,0.03134036,0.2503612,5.5958204
ru,хомячить,to hoard like a hamster,"Как хомяк, запасать","разг. есть, жевать, поглощать пищу","To munch, eat.",0.32306147,0.67693853,1.1635622,24.42086,0.32591623,0.67408377,1.1611061,26.23258
ru,хоть бы хуй,even if penis,хоть бы член,"Выражение, подчеркивающее безразличие или отсутствие последствий, аналогичное значению «все равно».",Underlines the disinterest or lack of consequences (“whatever”).,0.19678216,0.8032178,1.2674524,27.431503,0.40805137,0.5919486,1.0880705,24.190119
ru,Хохландия,a land or country named after a hair tuft,Волосатая земля или страна,"Оскорбительное название Украины, образованное от слова хохол с немецким суффиксом, известно с 1904 года.","Ukraine, insulting name derived fromхохолwith a German ending, already known in 1904.",0.28950578,0.7104942,1.1920522,25.096922,0.49033892,0.5096611,1.0096148,22.708906
ru,хохлобакс,Ukrainian hryvnia,"Украинская денежная единица, называемая гривна","Сленговое название гривны, национальной валюты Украины, употребляемое эвфемистически как «украинские баксы».","Hryvnia, Ukrainian currency unit euphemistically called Ukrainian bucks (cf.хохолandбакс).",0.637356,0.36264402,0.8516384,17.918213,0.7652642,0.23473579,0.68517995,15.420206
ru,Хохлостан,a country or land associated with the term 'khokhol',"Страна или земля, связанная со словом «хохол»","Иронично-пренебрежительное название Украины, образованное от оскорбительного слова хохол и персидского суффикса -стан, который используется для обозначения стран Центральной Азии.","Ironical-pejorative Name for Ukraine, derived from the slurхохолand the Persian suffix-stan, used as a marker for countries in Central Asia.",0.53095615,0.46904385,0.9685493,20.443987,0.5348917,0.46510828,0.96447736,21.41983
ru,хохлятский,related to a traditional Ukrainian hairstyle,Связанный с традиционной украинской прической,"Прилагательное, образованное от слова хохол, обозначающее принадлежность к украинцам или связанное с Украиной.","Ukrainian, adjective derived fromхохол.",0.5708502,0.4291498,0.92644465,19.480808,0.7508851,0.24911487,0.70585376,15.666637
ru,хохол,a traditional Cossack hairstyle tuft,"Казацкая традиционная прическа, пучок волос на макушке.","Сленговое, довольно оскорбительное обозначение украинца (женская форма — хохлушка). Предположительно, в XVI–XVII веках слово использовалось для обозначения поляков (когда Польша владела большей частью Западной Украины) и означает «чуб» — традиционную прическу казаков.",Ukrainian — quite insulting (the feminine isхохлушка). The word was supposedly used to name the Poles in the 16th-17th century (when Poland ruled most of Western Ukraine) and means “tuft of hair” (traditional hair-style of Cossacks).,0.44484192,0.5551581,1.0537155,22.616783,0.46866593,0.53133404,1.030858,22.949265
ru,хрен,horseradish,"хрен, корнеплод, часто используемый как приправа","Сленг: мужской половой орган; буквально означает «хрен». Слово «хрен» может заменять более грубые выражения «хер» или «хуй» в большинстве случаев. «Хрен» считается менее грубым, «хер» — грубым, а «хуй» — очень вульгарным, что позволяет выражать одну и ту же мысль с разной степенью грубости.","Penis — literally “horseradish”.Хренcan replaceхерorхуйin 90% of the expressions. The wordхренis not very strong,херis rude andхуйis very vulgar. This gives the opportunity to express one idea with different degrees of rudeness.",0.3312887,0.6687113,1.15647,24.83265,0.4482646,0.5517354,1.0504621,23.29601
ru,хреначить,to do something vigorously or intensively,делать что-то с усилием или интенсивно,"бить, наносить удары",To beat up;,0.44187886,0.55812114,1.0565237,22.876734,0.5236546,0.47634542,0.97605884,21.821663
ru,хреново,horseradish,"хрен, корнеплодное растение","Плохо, неудовлетворительно.","Poorly, badly.",0.20846123,0.7915388,1.2582041,26.897442,0.1199661,0.8800339,1.3266755,29.740149
ru,хреновый,horseradish,"хрен, растение, используемое для приправы","Плохой, низкого качества, неприятный.","Bad, poor, rotten.",0.20708355,0.7929164,1.2592986,27.170094,0.17398942,0.8260106,1.2853098,28.24084
ru,хренота,horseradish,"хрен, корнеплодное растение",Что-то неясное и не стоящее внимания.,Something undistinct and not bloody worth worrying about.,0.26948094,0.73051906,1.208734,25.338715,0.2371848,0.76281524,1.2351642,27.769804
ru,хренотень,horseradish,"хрен, растение, используемое как приправа",Предмет неопределённого назначения и незначительной ценности.,"Thingy, undefined item of little value.",0.19642371,0.8035763,1.2677351,27.305866,0.26305726,0.73694277,1.214037,27.025791
ru,хрень,nonsense; rubbish,чепуха; мусор,"Неопределённый предмет, вещь, объект.","Unidentified item, thingy.",0.3681034,0.6318966,1.1241856,24.14987,0.56042004,0.43957996,0.9376353,20.581955
ru,хрумкать,to crunch,издавать хрустящий звук при жевании,"Есть, особенно что-то хрустящее.","To munch, to eat, especially something crunchy.",0.5641413,0.43585873,0.9336582,19.84333,0.61956155,0.38043845,0.8722825,19.33717
ru,хрусты,crunchy snacks,хрустящая закуска,"Деньги, банкноты (разговорное, с оттенком «шуршащие»).","Money, bills (“crackling ones”).",0.3429525,0.6570475,1.1463399,24.32264,0.3753299,0.6246701,1.117739,25.026302
ru,хрущоба,Khrushchev-era five-story apartment building,"пятиэтажный дом, построенный в эпоху Хрущёва","Пренебрежительное название типового пятиэтажного жилого дома, построенного в период с 1956 по 1973 год во время правления Хрущёва, обычно называемого хрущёвкой; в данном случае название объединено со словом трущоба.","Derogatory name for a basic five-storied apartment building built between 1956 and 1973 while Khrushchev was in power, usually calledХрущёвка. Here the name is combined withтрущоба(slum).",0.7242266,0.2757734,0.7426619,15.866988,0.7510742,0.2489258,0.7055859,15.746193
ru,хряпать,to hit or strike,ударять или стучать,"есть, жадно и быстро поглощать пищу","To munch, eat;",0.28692746,0.71307254,1.1942132,25.10675,0.5002892,0.4997108,0.9997107,22.048796
ru,хряпать,to hit or strike,ударять или стучать,"есть, жадно и быстро поглощать пищу","To munch, eat;",0.28692746,0.71307254,1.1942132,25.10675,0.5002892,0.4997108,0.9997107,22.048796
ru,худоёбина,thin person,худой человек,Очень худой человек (пренебрежительно).,Skinny person (pejorative).,0.84524465,0.15475535,0.5563368,11.9728565,0.84461665,0.15538335,0.5574645,12.287693
ru,хуебратия,brotherhood,"братство, отношения между братьями или организация","Группа ненадёжных, сомнительных людей.",Group of unreliable individuals;,0.35291758,0.64708245,1.1376137,23.457504,0.40100878,0.5989912,1.0945239,24.247396
ru,хуебратия,brotherhood,"братство, отношения между братьями или организация","Группа ненадёжных, сомнительных людей.",Group of unreliable individuals;,0.35291758,0.64708245,1.1376137,23.457504,0.40100878,0.5989912,1.0945239,24.247396
ru,хуева туча,huge cloud,огромное облако,"Очень большое количество, множество.",A fucking lot. Synonym ofдо хуя.,0.23443495,0.76556504,1.2373884,25.880028,0.1492579,0.8507421,1.3044096,28.788906
ru,хуеватенький,diminutive form of a vulgar adjective indicating something bad,уменьшительно-ласкательная форма грубого прилагательного,"Негативная оценка, образованная от слова хуево с уменьшительно-ласкательным суффиксом, обозначающая что-то плохое или неудовлетворительное.","Badly, derived fromхуевоwith a diminutive suffix.",0.6387055,0.3612945,0.8500523,17.663027,0.65384185,0.34615815,0.8320554,18.481014
ru,хуевато,diminutive form of a vulgar word indicating a bad state,"уменьшительно-ласкательная форма грубого слова, обозначающего плохое состояние","Наречие, образованное от слова хуево с уменьшительным суффиксом, обозначает состояние или качество, выражающееся как плохо, неудовлетворительно.","Badly, derived fromхуевоwith a diminutive suffix.",0.6096839,0.39031613,0.88353395,18.7928,0.658149,0.341851,0.82686275,18.581032
ru,хуеватый,derived from a vulgar root with a diminutive suffix indicating a negative state,"Образовано от грубого корня с уменьшительным суффиксом, обозначает негативное состояние.","Наречие, образованное от слова хуево с уменьшительным суффиксом, обозначающее качество или состояние, выраженное в негативном смысле, примерно «плохо».","Badly, derived fromхуевоwith a diminutive suffix.",0.74514276,0.25485724,0.7139429,15.137655,0.7658241,0.23417592,0.6843624,15.163658
ru,хуёвничать,to act badly or mischievously,ведёт себя плохо или непослушно,"Делать что-либо назло кому-либо, из вредности.",To do something to spite somebody;,0.7084762,0.2915238,0.76357555,16.58992,0.6469571,0.3530429,0.8402891,18.535294
ru,хуёвничать,to act badly or mischievously,ведёт себя плохо или непослушно,"Делать что-либо назло кому-либо, из вредности.",To do something to spite somebody;,0.7084762,0.2915238,0.76357555,16.58992,0.6469571,0.3530429,0.8402891,18.535294
ru,хуёво,very bad,очень плохо,"Очень плохо, скверно; употребляется в разговорной речи для выражения неудовлетворительного состояния или качества.",(Very) badly (seeпиздато) —Как дела? — Хуево. “How are things? — rotten”.,0.61089504,0.38910496,0.8821621,18.856575,0.6590791,0.34092093,0.82573724,18.664236
ru,хуёвый,covered with pubic hair,покрытый лобковыми волосами,"Плохой, неудачный, испорченный (противоположность: пиздатый).","Fucked-up, screwed, bad (antonym:пиздатый).",0.17778435,0.8222157,1.2823539,27.366756,0.30091318,0.6990868,1.1824439,26.320536
ru,хуеглот,penis eater,"человек, который глотает пенис","Презрительное обозначение мелкого, ничтожного человека.",Petty individual;,0.20633465,0.79366535,1.2598932,26.991573,0.45710766,0.54289234,1.0420101,22.890472
ru,хуеглот,penis eater,"человек, который глотает пенис","Презрительное обозначение мелкого, ничтожного человека.",Petty individual;,0.20633465,0.79366535,1.2598932,26.991573,0.45710766,0.54289234,1.0420101,22.890472
ru,хуёк,diminutive form of a vulgar term for male genitalia,"мужской половой орган, уменьшительно-ласкательная форма",Небольшой половой член.,Small prick.,0.38534236,0.61465764,1.108745,23.463387,0.6028249,0.39717507,0.8912632,19.495407
ru,хуём-буём,phallus not phallus,пенис не пенис,"Внезапно, без предупреждения.","Suddenly, without warning.",0.09890413,0.90109587,1.3424573,28.504936,0.16953243,0.8304676,1.2887727,28.282902
ru,хуё-моё,dick my,мой пенис,"Ненормативное выражение, выражающее удивление или презрение.","Expletive showing surprise or contempt, fuck-a-duck.",0.4396177,0.5603823,1.0586618,22.815441,0.54472435,0.45527565,0.95422816,21.03062
ru,хуеплёт,a person who weaves or braids,плетельщик,"Человек, который много говорит, хвастается или распространяет пустую болтовню; грубое сленговое выражение.","Show off, chatter-mouth; literally “penis weaver”. Seeхуйло.",0.500904,0.49909598,0.9990956,21.53157,0.32389462,0.6761054,1.162846,25.79824
ru,хуерык,strong hit,сильный удар,"Сленговое выражение, означающее сильный удар или поражение, также используется как жаргонное название гонореи.","Clap, gonorrhoea.",0.21624233,0.7837577,1.2520045,26.433937,0.12988882,0.87011117,1.3191749,29.289293
ru,хуесос,suck penis,"сосать пенис, буквальное значение — действие ртом","Презрительный термин для обозначения мелкого, ничтожного человека.",Petty individual;,0.14516568,0.8548343,1.3075429,27.447758,0.3984179,0.6015821,1.0968884,24.371311
ru,хуесос,suck penis,"сосать пенис, буквальное значение — действие ртом","Презрительный термин для обозначения мелкого, ничтожного человека.",Petty individual;,0.14516568,0.8548343,1.3075429,27.447758,0.3984179,0.6015821,1.0968884,24.371311
ru,хуесосить,to suck a penis,сосать член,Совершать оральный секс.,"To blow, have oral sex;",0.72396636,0.27603364,0.74301237,15.674731,0.7817924,0.2182076,0.6606172,14.566028
ru,хуесосить,to suck a penis,сосать член,Совершать оральный секс.,"To blow, have oral sex;",0.72396636,0.27603364,0.74301237,15.674731,0.78179246,0.21820754,0.6606171,14.566027
ru,хуетень,penis thing,"предмет, связанный с мужским половым органом","Нечто глупое, бессмысленное или некачественное.",Something stupid;,0.34576312,0.6542369,1.1438853,24.465464,0.51132345,0.48867655,0.9886117,22.473644
ru,хуетень,penis thing,"предмет, связанный с мужским половым органом","Нечто глупое, бессмысленное или некачественное.",Something stupid;,0.34576312,0.6542369,1.1438853,24.465464,0.51132345,0.48867655,0.9886117,22.473644
ru,хуй (в ~ не дует),penis (in ~ does not blow),пенис (не дуть в ~),"Не имеет значения, не представляет никакой важности.","Does not matter, is of no importance.",0.17250824,0.82749176,1.2864616,27.472902,0.44873792,0.5512621,1.0500114,23.208202
ru,хуй (за ~),penis behind,пенис сзади,"Сленговое выражение, используемое для выражения удивления или недоумения, примерно означающее «почему?».","Why? (seeна хуй,на хуя);",0.13828766,0.86171234,1.3127927,28.016623,0.24495248,0.7550475,1.2288592,27.569267
ru,хуй (на ~ послать),penis,"пенис, мужской половой орган","Грубое выражение, означающее отказ, оскорбление или посылание кого-либо далеко, обычно в резкой форме.","To refuse, to insult, to send to hell.",0.15318026,0.84681976,1.3013991,27.878674,0.3077696,0.6922304,1.1766311,25.9324
ru,хуй (на ~ сесть),penis (to sit on),пенис (сидя сверху),"Оказаться в неблагоприятном положении, когда невозможно достичь желаемого результата или удовлетворить все потребности одновременно.",To be in a unfavourable situation;,0.12227531,0.8777247,1.3249336,28.221563,0.30637684,0.6936232,1.1778142,26.115229
ru,хуй (на ~ сесть),penis (to sit on),пенис (сидя сверху),"Оказаться в неблагоприятном положении, когда невозможно достичь желаемого результата или удовлетворить все потребности одновременно.",To be in a unfavourable situation;,0.12227531,0.8777247,1.3249336,28.221563,0.30637684,0.6936232,1.1778142,26.115229
ru,хуй (по ~),penis,"пенис, мужской половой орган",Выражает полное безразличие или пренебрежение к чему-либо.,Shows indifference —Мне по хуй“I don’t give a fuck”.,0.14282368,0.8571763,1.309333,28.56078,0.047827326,0.9521727,1.3799802,30.834217
ru,хуй (сосать ~),penis (to suck),пенис (сосание),"Грубое и резкое выражение несогласия или отказа, в переносном смысле приглашающее мужчину к оральному сексу.","Clear cut rebuttal, figuratively inviting to perform oral sex on men.",0.5047564,0.4952436,0.99523216,21.483807,0.522368,0.477632,0.977376,21.548618
ru,хуй (через ~ кинуть),penis,пенис,"Обмануть, провести кого-либо, обхитрить.",To con.,0.30865246,0.69134754,1.1758806,24.759151,0.48656818,0.5134318,1.0133427,22.94155
ru,хуй в рот (жопу),penis in mouth (ass),пенис во рту (заднице),Категоричный отказ.,Categorical refusal.,0.14413327,0.85586673,1.3083323,28.145279,0.24737301,0.752627,1.226888,27.38339
ru,хуй важный,important penis,важный пенис,"Начальник, любой человек, обладающий властью или авторитетом.","The boss, any person of authority;",0.19090012,0.8090999,1.2720847,27.368158,0.4170097,0.5829903,1.0798059,24.361555
ru,хуй важный,important penis,важный пенис,"Начальник, любой человек, обладающий властью или авторитетом.","The boss, any person of authority;",0.19090012,0.8090999,1.2720847,27.368158,0.4170097,0.5829903,1.0798059,24.361555
ru,"хуй забить, положить",to hit or lay down a penis,ударить или опустить пенис,"Игнорировать, не обращать внимания.","To ignore, neglect.",0.1324361,0.8675639,1.3172425,27.824547,0.3673425,0.6326575,1.1248623,25.432083
ru,хуй знает что,dick knows what,пенис знать что,"нечто неопределённое, неизвестное или непонятное",Something;,0.21957587,0.7804241,1.2493392,26.501,0.37619507,0.6238049,1.1169646,24.68684
ru,хуй знает что,dick knows what,пенис знать что,"нечто неопределённое, неизвестное или непонятное",Something;,0.21957587,0.7804241,1.2493392,26.501,0.37619507,0.6238049,1.1169646,24.68684
ru,хуй не стоит,penis does not stand,неэрегированный половой член,"Неинтересно, не вызывает никакого возбуждения или желания.",Is not interesting (“does not give a stiffy”).,0.26536018,0.7346398,1.2121385,26.265064,0.34918177,0.6508182,1.1408929,25.303364
ru,хуй немытый,unwashed penis,непомытый половой член,"Неприятный на запах, грязный человек.","Smelly, dirty individual.",0.4621939,0.5378061,1.0371172,22.16562,0.61418384,0.38581616,0.87842596,19.295109
ru,хуи пинать,kick penises,пнуть мужской половой орган ногой,"Проводить время без дела, без пользы, без конкретной цели; бездельничать.","To waste time, to hang around — literally “to kick penises”.",0.66120315,0.33879685,0.82316077,17.832981,0.726284,0.27371597,0.73988646,16.181187
ru,хуй с ним,dick with him,пенис и он,"Выражение, обозначающее безразличие или отсутствие интереса к кому-либо.",Shows the lack of interest for somebody (the hell with him).,0.35318804,0.64681196,1.137376,24.488308,0.4413262,0.5586738,1.0570465,23.538006
ru,хуй собачий (ни за ~),dog's penis,половой член собаки,"Ни за что, напрасно, без всякой причины (может быть случайно или по глупости); буквально «ни за меньшую цену, чем собачий член».","For nothing, vainly (can be by accident, stupidly) — literally “for less than a dog’s dong”.",0.3333956,0.6666044,1.1546466,24.861437,0.48120153,0.5187985,1.018625,22.597208
ru,хуй тебе за щеку!,penis to your cheek,"пенис, прижатый к твоей щеке","Грубое выражение, означающее отказ или нежелание что-либо делать, аналогичное фразе «пошёл ты».",Stuff it!,0.25954688,0.7404531,1.2169249,25.83115,0.34308672,0.6569133,1.1462227,25.403572
ru,хуй тебе на постном масле!,dick you on lean oil,на светлом масле есть пенис,"Грубое выражение отказа или презрения, означающее «ни за что» или «никогда».",Stick it where the sun does not shine.,0.32441565,0.6755843,1.1623979,24.63012,0.22093032,0.77906966,1.2482545,27.537395
ru,хуйло,penis,"пенис, мужской половой орган","Грубое оскорбительное прозвище, образованное от слова «хуй». В зависимости от контекста может переводиться как «мудак», «дрочила», «ублюдок» или «задница», отражая как этимологию, так и непристойный и оскорбительный характер слова.","Dickhead, wanker, fucker, arsehole. Generally abusive name derived fromхуй. The translation “dickhead” is closer to the etymology of the term whereas “fucker”, “wanker” and “arsehole” better convey the obscene and insulting meaning (which is not fixed but depending on the intention of the author).",0.43293855,0.5670614,1.064952,23.103455,0.6530677,0.3469323,0.8329854,18.555792
ru,хуйнёй страдать,to suffer from nonsense,страдать от бессмысленных вещей,"Заниматься бесполезными, пустыми делами, тратить время впустую.","To do something useless, waste time.",0.53053606,0.46946394,0.9689829,20.849852,0.47298348,0.5270165,1.0266612,22.795918
ru,хуйнуть,to do something,делать что-то,"ударить, нанести сильный удар",To hit;,0.527583,0.472417,0.9720257,21.087683,0.68310595,0.31689405,0.796108,17.770636
ru,хуйню спороть,to produce nonsense,производить бессмысленные слова,"Говорить бессмыслицу, нести чепуху.",To talk nonsense;,0.76658154,0.23341846,0.6832548,14.507711,0.81247413,0.18752587,0.61241466,13.620317
ru,хуйня,vulgar term for male genitalia,мужской половой орган (грубое выражение),Что-то бесполезное или низкого качества.,Something useless or of poor quality;,0.3014683,0.6985317,1.1819744,24.642754,0.39415395,0.60584605,1.1007689,24.558619
ru,хуйня,vulgar term for male genitalia,мужской половой орган (грубое выражение),Что-то бесполезное или низкого качества.,Something useless or of poor quality;,0.3014683,0.6985317,1.1819744,24.642754,0.39415395,0.60584605,1.1007689,24.55862
ru,хуишко (хуишка),small male genital organ,малый мужской половой орган,"Небольшой мужской половой орган (вульгарное, пренебрежительное выражение).",Small prick.,0.49661177,0.5033882,1.0033824,21.8479,0.64959216,0.35040784,0.8371473,18.751022
