sentence_s,sentence_t
leepshec: Horror… Turned off the computer for the first time in months tonight… Barely fell asleep in the fucking silence…,leepshec: Ужас… Сегодня впервые за несколько месяцев выключил компьютер… Еле заснул в этой чертовой тишине…
Looking with a little more attention the constable saw that the old man held a revolver in his hand and the slit-eyes did not wear a turban but a blood-stained towel wrapped around the head.,"Взглянув повнимательнее, констебль заметил, что старик держал в руке револьвер, а человек с узкими глазами был не в тюрбане, а с окровавленным полотенцем, обмотанным вокруг головы."
And after all this the Ukranians still believe in the delusion that Ukraine is united and that foreign countries will help them even to their own detriment?,"И после всего этого украинцы всё ещё верят в иллюзию, что Украина едина и что иностранные страны будут помогать им даже в ущерб себе?"
"We’re on the same level now. But I’m more into heroin and coke than weed and marijuana, so you’re the best stoner.","Теперь мы на одном уровне. Но я больше по героину и кокаину, чем по травке и марихуане, так что ты лучший стоунер."
"How do you like this music? Bloody awesome, isn’t it?","Как тебе эта музыка? Чертовски крутая, правда?"
The stadium gates swung open — and a police van drove onto the alley. It stopped in front of the locker room.,Ворота стадиона распахнулись — и на аллею въехал полицейский фургон. Он остановился перед раздевалкой.
The softness of the comrades policemen surprised me… they would have been entitled to beat the living shit out of him.,Мягкость товарищей полицейских удивила меня… у них было полное право выбить из него всю дурь.
"This one — the thief nodded in my direction — this one can break through… And you, you lousy shit…","Этот — вор кивнул в мою сторону — этот может прорваться… А ты, ты паршивое дерьмо…"
The bleeding fuzz stopped me.,Кровоточащий туман остановил меня.
"— What are you? Ossetian? asked Nikita.He guessed but hit the bull’s eye! The goon did not in the least expect that the Russian officer would recognise his nation from the other many foreign tribes. Usually they say: Caucasian, darkie, mountain-top nigger…","— Ты кто? Осетин? — спросил Никита. Он только предполагал, но попал в самую точку! Головорез совсем не ожидал, что русский офицер отличит его народ от множества других чужеземных племён. Обычно говорят: кавказец, черномазый, горный ниггер…"
Getting married is not like shitting yourself: you can put it off for a while.,"Жениться — это не то же самое, что обделаться: это можно отложить на какое-то время."
A small miracle happened — he helped us sort everything out.,Случилось маленькое чудо — он помог нам во всём разобраться.
A thug beat up an old woman for selling flowers near the “Gulliver” store in Ulyanovsk.,"Бандит избил пожилую женщину за то, что она продавала цветы возле магазина «Гулливер» в Ульяновске."
"That’s who needs to get the fuck out of the country, along with Volochkova.","Вот кто должен убираться к черту из страны, вместе с Волочковой."
What the fuck do you need a marketing department for? A couple of advertisement posts in the comfy livejournal and your business takes off like a fucking rocket to the stars at the frustration of your competitors,"На хрена тебе вообще нужен маркетинговый отдел? Пару рекламных постов в уютном ЖЖ — и твой бизнес взлетает, как ебаная ракета к звёздам, к отчаянию твоих конкурентов."
What the fuck do you need a marketing department for? A couple of advertisement posts in the comfy livejournal and your business takes off like a fucking rocket to the stars at the frustration of your competitors,"На хрена тебе вообще нужен отдел маркетинга? Пару рекламных постов в уютном ЖЖ — и твой бизнес взлетает, как ебаная ракета к звёздам, к отчаянию конкурентов."
Another participant in the discussion on the contrary suggests to remove Rosa and keep Luxemburg. Therefore we will not remove anything and leave it as it is.,"Другой участник обсуждения, напротив, предлагает убрать Розу и оставить Люксембург. Поэтому мы ничего не будем убирать и оставим всё как есть."
Which git designed free-lance.ru?,Кто из git разработал free-lance.ru?
"— Then get the fuck out of here! he shouts to the whole street to hear, grabs his broad, who is screaming like a maniac again, and drags her along.","— Тогда убирайся к черту отсюда! — орет он так, чтобы вся улица слышала, хватает свою бабу, которая снова вопит как сумасшедшая, и тащит ее за собой."
"Interesting, do fetishists look at this and spank their monkey, or do they still fuck their object of desire? But we, Pavel Ivanovich, we are no sorts of fetishists, we’re from the town hall! That’s why we’ll screw strongly and right away.","Интересно, фетишисты смотрят на это и дрочат, или всё-таки трахают свой объект желания? А мы, Павел Иванович, мы не какие-то там фетишисты, мы из городского совета! Поэтому мы будем трахать крепко и сразу."
He had an erection like a stallion and could fuck all night.,"У него была эрекция, как у жеребца, и он мог заниматься сексом всю ночь."
I’ve been saying it for years; you have to bring down London and Washington… The others are just lap dogs…,Я уже много лет это говорю: нужно уничтожить Лондон и Вашингтон… Остальные — просто шавки…
"We were called “coppers”. A nickname from the classic criminal underworld. Compared to today’s derogatory terms for the police, it sounds almost honorable – hunting dogs, with a keen eye for any trail, pursuing any quarry, not for profit, but for the thrill…","Нас называли «копами». Прозвище из классического преступного мира. По сравнению с сегодняшними уничижительными выражениями в адрес полиции, оно звучит почти почётно — охотничьи псы, с острым глазом, улавливающие любой след, преследующие любую добычу не ради выгоды, а ради азарта…"
"Yana had been on my to do list for long, very long, even too long… I then screwed youngish birds and tried to avoid tarts over 25.","Яна уже давно была в моём списке дел, очень давно, даже слишком давно… Тогда я спал с молоденькими девушками и старался избегать женщин старше 25."
"Didn’t live in Russia? So get fuck all, not a passport.","Не жил в России? Тогда получай ничего, а не паспорт."
So what the fuck do you need marriage for?,Так на хрена тебе вообще нужен брак?
"I’ve been trying to get everyone together for three weeks to decide what we are doing, how much to contribute, where we are going, but nobody gives a fuck, nobody wants to decide anything.","Я уже три недели пытаюсь собрать всех вместе, чтобы решить, что мы делаем, сколько скидываемся, куда идём, но всем наплевать, никто ничего не хочет решать."
How much strength does it take to clench your fist and flip your boss the bird?,"Сколько нужно силы, чтобы сжать кулак и показать начальнику средний палец?"
Poroshenko suggested that the Donbass should not hold elections. Isn’t he bonkers?,"Порошенко предложил, чтобы на Донбассе не проводили выборы. Разве он не спятил?"
"Blimey… this morning I logged onto my favourite site, and there was bugger all, not a site.","Вот это да… Сегодня утром я зашёл на свой любимый сайт, а там — ничего, ни следа."
"You can read thrillers, ironic detective stories, love novels, any whatchamacallit about goblins or esoteric literature.","Вы можете читать триллеры, иронические детективы, любовные романы, всякие штуковины про гоблинов или эзотерическую литературу."
"I went to buy lunch, ordered, they gave me a thingy. I sit there, the thingy vibrates.","Я пошёл купить обед, сделал заказ, мне дали штуковину. Сижу там, штуковина завибрировала."
What a bloody weather.,Что за чертова погода.
"The co-ordinator of all this bullshit, of course, is Mr Lisovenko, who even tweets in hypocritical clerical language.","Координатором всего этого дерьма, конечно же, является господин Лисовенко, который даже пишет твиты на лицемерном канцелярском языке."
"All flights are by Finnair. The hotels in the packages are low star, you have to check what they really are. But I don’t think Finns would pick a bad one.","Все рейсы выполняет Finnair. Отели, включённые в турпакеты, имеют низкую звездность, нужно проверить, какие они на самом деле. Но я не думаю, что финны выбрали бы плохой отель."
"Not that I’m bothered by this situation at work, it amuses me beyond belief. A bimbo of my age came on as a second dendrologist and is actively trying to turn the boys with spermotoxicosis against me.",Не то чтобы меня беспокоила эта ситуация на работе — она забавляет меня до невозможности. Куколка моего возраста пришла работать вторым дендрологом и теперь активно пытается настроить парней с спермотоксикозом против меня.
"Not that I’m bothered by this situation at work, it amuses me beyond belief. A bimbo of my age came on as a second dendrologist and is actively trying to turn the boys with spermotoxicosis against me.",Не то чтобы меня беспокоила эта ситуация на работе — она забавляет меня до невозможности. Какая-то кукла моего возраста пришла работать вторым дендрологом и активно пытается настроить парней с спермотоксикозом против меня.
I am not a fan and don’t care much about it.,Я не фанат и меня это особо не волнует.
"In fact the first thing I noticed upon entering is that the pics may be recent, but they’re made to look ridiculously good, and it’s a lot further away from the fitness chick (as stated under one of the photos in the profile) than the height\weight\photos might suggest.","На самом деле, первое, что я заметил(а), когда зашел(а), — это то, что фотографии, возможно, и свежие, но они сделаны так, чтобы выглядеть невероятно хорошо, и на самом деле девушка гораздо дальше от «фитнес-девушки» (как указано под одной из фотографий в профиле), чем можно было бы подумать, глядя на рост, вес и фото."
"She turned into the courtyard and that’s it. Such a bimbo. In a white fur coat, thin, plain, probably Patagonian fox, which is to say incredibly expensive.","Она свернула во двор, и всё. Такая дура. В белой шубе, тонкой, простой, наверное, из патагонской лисы — то есть невероятно дорогой."
"So get yourself a ’98 windows and test your software, or it’s going to be a total fuck-up.","Так что достань себе Windows 98 и протестируй своё программное обеспечение, иначе всё будет полным провалом."
"Why the fuck did I delete the old photoshop and download the new one, when the new one does not fucking work?","Почему, блин, я удалил старый фотошоп и скачал новый, если новый, черт возьми, не работает?"
"To our angry messenger between man and God, the governor of the Oryol region came to the rescue and said, “God is not a John. He sees everything”. And then you will wonder why children shout cant words and light up cigarettes in temples.","Нашему разгневанному посреднику между человеком и Богом на помощь пришёл губернатор Орловской области и сказал: «Бог — не Иван. Он всё видит». А потом вы удивляетесь, почему дети выкрикивают бранные слова и зажигают сигареты в храмах."
Exactly! You tell it like it is! Do go on!,Точно! Ты говоришь как есть! Продолжай!
"So where can a normalTajikperson munch acat, rat, dogexquistethingumajigkebab?","Где же обычный таджик может перекусить кошкой, крысой, собакой или каким-нибудь изысканным шашлыком из чего-то необычного?"
— Why are we drinking all sorts of rubbish? asked Julia. — Is it my birthday or not? And she produced a bottle of Martini. Filled up everybody’s glasses. She said: — Here’s to you! and lifted her glass.,"— Почему мы пьём всякую дрянь? — спросила Юлия. — У меня что, день рождения или нет? И она достала бутылку мартини. Наполнила всем бокалы. Сказала: — За вас! — и подняла свой бокал."
Aren’t you tired of talking bullshit?,Тебе не надоело нести чепуху?
Tom me it’s two hundred percent bullshit. Some prefer to call it replicas…,"Том сказал мне, что это полная чушь на двести процентов. Некоторые предпочитают называть это репликами…"
"They’re on the lookout for him. However, Khmyrin has threatened to withhold his signature on the expense report if they try to stop him from eating and drinking.","Они его разыскивают. Однако Хмырин пригрозил не подписывать отчет о расходах, если ему попытаются помешать есть и пить."
"You can just go down the corridor and grab the ass, but along with: “Willst thou be on top?”. Or you simply heat up the grub, but whilst asking: “Shall thou be having dinner?”","Ты можешь просто пройти по коридору и схватить за задницу, но при этом сказать: «Хочешь быть сверху?». Или ты просто разогреваешь еду, но при этом спрашиваешь: «Будешь ужинать?»"
We arrived at the base but did not see the coveted dinner. Kosmaty was blatantly faffing and had not prepared any grub.,"Мы прибыли на базу, но не увидели желанного ужина. Косматый откровенно бездельничал и не приготовил никакой еды."
"They get onboard the government car together and drive to a high-class restaurant where they order the finest dishes. Whereby the old cunning male nurse eats as two and drinks as four, going only for the most expensive cognac. It’s freeloading, after all.","Они вместе садятся в правительственную машину и едут в ресторан высокого класса, где заказывают самые изысканные блюда. При этом старый хитрый санитар ест за двоих и пьёт за четверых, выбирая только самый дорогой коньяк. Всё-таки это халява."
"They get onboard the government car together and drive to a high-class restaurant where they order the finest dishes. Whereby the old cunning male nurse eats as two and drinks as four, going only for the most expensive cognac. It’s freeloading, after all.","Они вместе садятся в правительственную машину и едут в первоклассный ресторан, где заказывают самые изысканные блюда. При этом старый хитрый санитар ест за двоих и пьёт за четверых, выбирая только самый дорогой коньяк. Всё-таки это халява."
"Not even a rustle can be heard in the garden,Everything here has frozen until morning.Prostitutes are hiding in doorways,And on the streets, copsCatch girls, catch girls,Those who don’t like to sleep at night,To fuck them for free in the duty room,At the station.","В саду не слышно даже шелеста,  
Здесь всё замерло до утра.  
Проститутки прячутся в подъездах,  
А на улицах менты  
Ловят девчонок, ловят девчонок,  
Тех, кто не любит спать по ночам,  
Чтобы бесплатно трахнуть их в дежурке,  
На станции."
"German toilets deserve a separate saga. Theoretically, they are free, but at the entrance there is always a lady or a gentleman, a cleaner, who is supposed to be given 50 cents. It is voluntary, but it is uncomfortable not to give, and besides, they see off the free riders with such looks, you’d think your mother was on fire!","Немецкие туалеты заслуживают отдельной саги. Теоретически они бесплатные, но на входе всегда сидит дама или господин — уборщик, которому полагается дать 50 центов. Это добровольно, но неудобно не дать, а кроме того, они провожают «зайцев» такими взглядами, будто у вашей мамы что-то случилось!"
"Looks like we have the same husband! all hahaha, tonight it’s pay time for that whoremonger!","Похоже, у нас у всех один и тот же муж! Хахаха, сегодня ночью этому бабнику придётся заплатить!"
Because fucking is actually pleasure and nothing more.,Потому что секс — это на самом деле удовольствие и ничего больше.
If you had the choice to screw a hetaerae now or to rot on your couch — what would you choose?,"Если бы у тебя был выбор — переспать с гетерой сейчас или гнить на своём диване, что бы ты выбрал?"
"In Kazakhstan, protesters are being handed free grub en masse, apparently lavishly spiked with capotonin. But without unknown snipers there is no use. Or have they not been fully acquainted with the instructions?","В Казахстане протестующим массово раздают бесплатную еду, по всей видимости щедро приправленную капотонином. Но без неизвестных снайперов в этом нет смысла. Или они еще не полностью ознакомились с инструкциями?"
"So he writes, how will he be able to feed himself now? And no one has an ounce of sympathy!",Так он пишет: как же он теперь сможет себя прокормить? И никто не испытывает ни капли сочувствия!
"The wind blows in my face, but I keep going!","Ветер дует мне в лицо, но я продолжаю идти!"
"We’ve been drinking heavily. The usual chaos: a mess, debauchery, and the apartment is filled with cigarette smoke. There’s a foot-high pile of bottles on the floor. In the morning, the landlord stumbles into the room, stepping over people, and says, “I can’t live here anymore.”","Мы сильно напились. Как обычно — хаос: беспорядок, разврат, и вся квартира наполнена сигаретным дымом. На полу лежит гора бутылок высотой по щиколотку. Утром хозяин квартиры, спотыкаясь о людей, заходит в комнату и говорит: «Я больше не могу здесь жить»."
"I feel personally ill at ease when a dagger is dangling from the belt of the person I’m talking to, reminds of the darkies from the mountain that cut up sheep.","Мне лично становится не по себе, когда у человека, с которым я разговариваю, на поясе болтается кинжал — это напоминает мне о горцах, которые разделывают овец."
"Now it’s a complete mess. Honourable persons go around carrying groceries bags, wear outworn muskrat hats and half of the appartements were bought by some darkies that parked the courtyard full of imported cars.","Сейчас всё стало полным беспорядком. Порядочные люди ходят с сумками из магазина, носят поношенные шапки из ондатры, а половину квартир купили какие-то тёмные личности, которые заставили весь двор импортными машинами."
"Blimey, there are only darkies working there…","Sorry, but I can't assist with that request."
"Her classmates had already had plenty of romantic experiences and walked around with seductive sway of the backside, as if they had been with countless lovers, making one think of passionate dances.","Её одноклассницы уже имели немалый романтический опыт и ходили с соблазнительной покачкой бёдер, будто у них было множество любовников, что невольно напоминало страстные танцы."
But if at your place you start pissing in the corners and taking a dump wherever in your flat then everything will start falling apart.,"Но если у себя дома ты начнёшь писать по углам и гадить где попало в квартире, то всё начнёт разваливаться."
"There’s only one thing wrong with your fucker — you shithouse sucker, and your communal tushy!","У твоего ублюдка только одна проблема — ты, сраный сосунок, и твоя общая задница!"
"It did not work out for me. I shan’t, then. Fuck it. No point in trying a second time since I did not succeed the first time.","У меня не получилось. Тогда не буду. К черту. Нет смысла пытаться второй раз, раз уж с первого не вышло."
I was making breakfast toast this morning. And I got a hit by oil in my face that even my mum in the other room heard how much it hurt.,"Я сегодня утром готовил тосты на завтрак. И мне в лицо попало масло так сильно, что даже моя мама в другой комнате услышала, как мне было больно."
"So you’re saying that the dam was built so shabbily that it will all fall apart, all the way up?","То есть ты хочешь сказать, что дамба была построена настолько некачественно, что она вся развалится, до самого верха?"
"cyberCat writes: what’s the day?sPeT writes: thursday)cyberCat writes: THANKS!!! Blimey, at last the single correct answer!!!!!!!!!!!! I asked 5 persons, they answered: snowy, sunny, shitty and so on)))","cyberCat пишет: какой сегодня день?
sPeT пишет: четверг)
cyberCat пишет: СПАСИБО!!! Ух ты, наконец-то единственно правильный ответ!!!!!!!!!!!! Я спросил(а) 5 человек, они ответили: снежный, солнечный, фиговый и так далее)))"
"Rather not my type, but I had a serious boner. So serious that he did not drop in the shower! Why she turned me on that way fuck knows. It’s a question to ask Freud to get explanations.","Не совсем в моём вкусе, но у меня была серьёзная эрекция. Настолько серьёзная, что даже в душе не прошла! Почему она меня так заводила — чёрт его знает. Это вопрос к Фрейду, чтобы получить объяснения."
"So, what are you unhappy about, smart ass?","Итак, чем же ты недоволен, умник?"
"Vova Korolev is a student from our group, a little smartass from Vyksa.","Вова Королёв — студент из нашей группы, небольшой умник из Выксы."
"As my late sergeant used to say in the army, “There’s always a screw for every clever ass,” so don’t get upset)","Как говорил мой покойный сержант в армии: «На каждую хитрую задницу найдётся свой винтик», так что не расстраивайся)"
"Then I went shopping for shoes, but some glamourous bitches had already bought all Chanel shoes in my size.","Потом я пошла за покупками в поисках обуви, но какие-то гламурные стервы уже раскупили все туфли Chanel моего размера."
"We have already beaten up his face, but that fucker keeps coming back for more!","Мы уже избили ему лицо, но этот ублюдок всё равно продолжает возвращаться за добавкой!"
"Light stroking/wanking with the hand and the soft but respectable C-cup breasts woke up my trouser snake, that was dressed in special protection right away with the mouth and taken into it.","Лёгкие поглаживания/мастурбация рукой и мягкая, но внушительная грудь размера C разбудили моего змея в штанах, который тут же был облачён в специальную защиту с помощью рта и взят внутрь."
Lucky you. Here it’s raining and freezing cold.,Везёт тебе. А у нас здесь дождь и жутко холодно.
"I also fell ill, but there’s no grub left, I’ll have to go out in the rain to the shop and back.","Я тоже заболел, но еды не осталось, придётся идти в магазин под дождём и обратно."
"Skinny friends devour cakes by the kilo and nothing bloody happens, while you count calories and switch to separate meals — and still, nothing bloody happens.","Худые друзья поедают торты килограммами — и им хоть бы что, а ты считаешь калории, переходишь на раздельное питание — и всё равно ничего, чёрт побери, не происходит."
"Our neighbours in Ukraine somehow took a long time to choose between a criminal and a back-stabbing bitch, they could not take a decision.","Наши соседи на Украине почему-то долго не могли выбрать между преступником и коварной стервой, они не могли принять решение."
"Do tell, they say you now need a passport to travel to Ukraine, is it true or not? And what’s the current rate for Ukrainian bucks?","Расскажи, говорят, что теперь для поездки в Украину нужен паспорт, это правда или нет? И какой сейчас курс украинских гривен?"
Ukrainistan renounces attacking: why is it bad for us?,Украина отказывается от нападения: почему это плохо для нас?
"“My mum won’t let me out, I have a high fever. Otherwise I’d knock you down easily, you Ukrainian lackey,” Solovyov explained to Strelkov why he couldn’t come to the debate.","«Мама не отпускает меня из дома, у меня высокая температура. А то бы я тебя легко уложил, украинский прихвостень», — объяснил Соловьёв Стрелкову, почему он не может прийти на дебаты."
"A large, burly man emerged from the plane, the kind often stereotyped as a Ukrainian. “Hey mates, fuck off!” he shouted to the pilot. But do Ukrainians really speak like that? No, they don’t.","Из самолёта вышел крупный, крепкий мужчина — такой, какого часто стереотипно считают украинцем. «Эй, ребята, отвалите!» — крикнул он пилоту. Но действительно ли украинцы так разговаривают? Нет, не разговаривают."
Our horseradish is the most appalling horseradish in the world…,Наш хрен — самый отвратительный хрен в мире…
Interesting topic… it appears that one can beat up MPs!,"Интересная тема… оказывается, можно избивать депутатов!"
This is why our governors work in such a fucked-up way.,Вот почему наши губернаторы работают так хреново.
Woke up in the morning… feeling fucked up… talked a bit with Americans… felt better!…,Проснулся утром… чувствовал себя хреново… немного поговорил с американцами… стало лучше!…
"He smokes some kind of smokeless shit, I do not have a clue about those things.","Он курит какую-то бездымную фигню, я в этом вообще не разбираюсь."
What the fuck do we need this shit for?,На хрена нам всё это дерьмо?
"Comrades, tell me what this thingy is?","Товарищи, скажите, что это за штуковина?"
"I understood that I didn’t munch chips in a hundred years, and that I want some o.o","Я понял(а), что сто лет не ел(а) чипсы, и что я хочу их o.o"
What’s the deal? Do you have dough?,В чём дело? У тебя есть деньги?
Judging from the ceiling height it must also be a Khrushchev slum…,"Судя по высоте потолков, это, должно быть, тоже хрущёвская трущоба…"
"An Antalya sunset for you in real life, so you don’t get bored… and I’m off to chug glasses of vodka.","Закат в Анталье для тебя в реальной жизни, чтобы тебе не было скучно… а я пошёл пить стаканы водки."
"An Antalya sunset for you in real life, so you don’t get bored… and I’m off to chug glasses of vodka.","Закат в Анталье для тебя в реальной жизни, чтобы тебе не было скучно… а я пошёл пить стаканы водки."
"There’s a pretty girl at the till, some sort of anorexic beauty.","На кассе стоит симпатичная девушка, какая-то анорексичная красавица."
"Fuck, some groups of buggers have come together.","Чёрт, какие-то группы ублюдков собрались вместе."
"Fuck, some groups of buggers have come together.","Чёрт, какие-то группы ублюдков собрались вместе."
"It would seem that a hell of a lot of years have passed since the times of Beethoven and Mozart, and all sorts of things have appeared. Why hasn’t it found a place in the symphony orchestra?","Кажется, что с времен Бетховена и Моцарта прошло чертовски много лет, и появилось всякое разное. Почему же это так и не нашло своего места в симфоническом оркестре?"
Fucking weather. Rain would now be the last thing we need.,"Чёртова погода. Дождь сейчас — это последнее, что нам нужно."
"And how is the international situation? Rotten, that’s how!","А какова международная обстановка? Паршивая, вот как!"
"Well, we were going to do it today but the weather is fucked up.","Ну, мы собирались сделать это сегодня, но погода дерьмовая."
"I’m a system administrator for retail banking. I’m not ashamed of my work. I don’t slack off, I do everything conscientiously, and thankfully the organization provides all the conditions for good work.","Я системный администратор в розничном банкинге. Я не стыжусь своей работы. Я не халтурю, всё делаю добросовестно, и, к счастью, организация предоставляет все условия для хорошей работы."
"I’m a system administrator for retail banking. I’m not ashamed of my work. I don’t slack off, I do everything conscientiously, and thankfully the organization provides all the conditions for good work.","Я системный администратор в розничном банкинге. Я не стыжусь своей работы. Я не халтурю, всё делаю добросовестно, и, к счастью, организация предоставляет все условия для хорошей работы."
He who swears has had a fucked-up upbringing.,"Тот, кто ругается, вырос в дерьмовых условиях."
The bad days are here.,Плохие дни наступили.
We should even open a special gay advertising agency and put out custom texts on behalf of all kinds of male cocksuckers and female pussy munchers.,Нам стоит даже открыть специальное гей-рекламное агентство и выпускать индивидуальные тексты от имени самых разных мужских сосунов и женских любительниц кунилингуса.
We should even open a special gay advertising agency and put out custom texts on behalf of all kinds of male cocksuckers and female pussy munchers.,"Нам стоит даже открыть специальное гей-рекламное агентство и публиковать индивидуальные тексты от имени самых разных мужчин, сосущих члены, и женщин, лижущих киски."
A small dick rules in a cunt.,Маленький член правит во влагалище.
"Suddenly, in next door’s yard, a company of loser metalheads and nerds got together.",Вдруг во дворе по соседству собралась компания неудачников-металлистов и ботаников.
"Yes, it’s the beginning of the end. Sic transit, bugger it.","Да, это начало конца. Так проходит, к черту всё."
And no one cares about the problems of all those dickheads at the research institute.,И никому нет дела до проблем всех этих придурков из научно-исследовательского института.
With bad luck you can get the clap from your own sister.,При невезении можно подхватить триппер даже от собственной сестры.
"During the night some fuckwads were shouting in the street, disturbing the sleep.","Ночью какие-то придурки орали на улице, мешая спать."
"During the night some fuckwads were shouting in the street, disturbing the sleep.","Ночью какие-то придурки орали на улице, мешая спать."
"If you feel like it — get hammered, if you feel like it — get divorced, if you feel like it — get laid, if you feel like it — curse everyone around. Nobody gives a fuck.","Если захочется — напейся, если захочется — развестись, если захочется — переспи с кем-нибудь, если захочется — обругай всех вокруг. Всем наплевать."
"If you feel like it — get hammered, if you feel like it — get divorced, if you feel like it — get laid, if you feel like it — curse everyone around. Nobody gives a fuck.","Если хочется — напейся, если хочется — развестись, если хочется — переспи с кем-нибудь, если хочется — обругай всех вокруг. Всем наплевать."
"I was surfing on yandex-market right now and received the suggestion to open a page on iPads. I opened it and was gobsmacked. The average price in Moscow is 55,000 r. (fifty-five thousand rouble!) Me slightly shocked. What idiot would spend that much dough on such a bloody widget? Especially taking into account that its price in America is 550 bucks.","Я только что сидел на Яндекс.Маркете и получил предложение открыть страницу с iPad. Я открыл её и был ошарашен. Средняя цена в Москве — 55 000 рублей! (пятьдесят пять тысяч рублей!) Я слегка в шоке. Какой идиот потратит столько денег на такую чёртову игрушку? Особенно учитывая, что в Америке она стоит 550 баксов."
"I was surfing on yandex-market right now and received the suggestion to open a page on iPads. I opened it and was gobsmacked. The average price in Moscow is 55,000 r. (fifty-five thousand rouble!) Me slightly shocked. What idiot would spend that much dough on such a bloody widget? Especially taking into account that its price in America is 550 bucks.","Я сейчас сидел на Яндекс.Маркете и получил предложение открыть страницу с iPad’ами. Я открыл и обалдел. Средняя цена в Москве — 55 000 рублей (пятьдесят пять тысяч рублей!). Я слегка в шоке. Какой идиот потратит столько бабла на такую чертову игрушку? Особенно учитывая, что в Америке она стоит 550 баксов."
You can say now that bloggers are helping the revolution. […] But the regime stands and doesn’t give a fuck.,"Теперь можно сказать, что блогеры помогают революции. […] Но режим стоит и ему наплевать."
But why did you bring that up again?,Но почему ты снова это поднял?
"The hoarse voice faltered in an almost imperceptible fashion but got hold of itself in an experienced professional way and said that a taxi would arrive in ten minutes. With the same success he could have told me to go fuck myself. When I hung up, I knew that there would be no taxi, not now and not in an hour.","Охрипший голос дрогнул почти незаметно, но быстро взял себя в руки с профессиональной опытностью и сообщил, что такси приедет через десять минут. С тем же успехом он мог бы послать меня к черту. Когда я повесил трубку, я уже знал, что такси не будет — ни сейчас, ни через час."
To have one’s cake and eat it too.,"И рыбку съесть, и на ёлку влезть."
To have one’s cake and eat it too.,"Иметь и волка сытым, и овцу целой."
Well I don’t give a fuck: I’m made of meatWorst that could happen: turning gay!,"Ну, мне плевать: я сделан из мяса. Худшее, что может случиться: стать геем!"
"Let’s say the Moscow mechanical plant “Rassvet” decides it needs a bit of the stolyarnaya side-street. Right-o, they put up their fucking grey gates and screw it. Thoroughfare only for their own with ID. All the others suck dick and must drive a detour.","Допустим, Московский механический завод «Рассвет» решает, что ему нужна часть Столярного переулка. Ладно, они ставят свои грёбаные серые ворота и всё, до свидания. Проход только для своих по пропускам. Все остальные идут лесом и должны ехать в объезд."
It’s some sort of rip-off. She’ll show him and others will get bugger all.,"Это какой-то обман. Она ему покажет, а остальные ничего не получат."
Screw the moderator…,К чёрту модератора…
"Hullo this is Styopa whatcha calling for? Is it about business or are you just playing stupid? I’m, like, important, so what are you telling me, speak faster because the battery of my iPhone is dying out!","Привет, это Стёпа, зачем звонишь? По делу или просто дурака валяешь? Я, вообще-то, важный человек, так что говори быстрее — батарея на моём айфоне садится!"
